state,state_code,county_code,county,date,timezone,injuries_direct,injuries_indirect,deaths_direct,deaths_indirect,damage,f_scale,length,width,latitude,longitude
ARKANSAS,5,97,MONTGOMERY,30-MAY-13 14:00:00,CST-6,2,0,0,0,250.00K,EF2,3.37,400,34.6,-93.83
ARKANSAS,5,109,PIKE,30-MAY-13 14:03:00,CST-6,0,0,0,0,10.00K,EF1,1.48,300,34.21,-93.57
ARKANSAS,5,109,PIKE,30-MAY-13 14:16:00,CST-6,0,0,0,0,5.00K,EF1,0.79,200,34.28,-93.49
ARKANSAS,5,19,CLARK,30-MAY-13 14:17:00,CST-6,5,0,0,0,125.00K,EF2,4.08,300,34.29,-93.48
ARKANSAS,5,97,MONTGOMERY,30-MAY-13 14:27:00,CST-6,0,0,0,0,10.00K,EF1,3.26,300,34.34,-93.44
ARKANSAS,5,59,HOT SPRING,30-MAY-13 14:34:00,CST-6,0,0,0,0,5.00K,EF1,0.87,100,34.38,-93.41
ARKANSAS,5,51,GARLAND,30-MAY-13 14:35:00,CST-6,0,0,0,0,100.00K,EF1,8.7,300,34.6,-93.26
ARKANSAS,5,113,POLK,30-MAY-13 14:44:00,CST-6,5,0,0,0,285.00K,EF2,5.2,800,34.41,-94.46
ARKANSAS,5,51,GARLAND,30-MAY-13 14:49:00,CST-6,0,0,0,0,500.00K,EF1,7.16,300,34.47,-93.32
ARKANSAS,5,113,POLK,30-MAY-13 15:32:00,CST-6,0,0,0,0,75.00K,EF1,2.43,200,34.28,-94.3
ARKANSAS,5,97,MONTGOMERY,30-MAY-13 17:10:00,CST-6,0,0,0,0,15.00K,EF1,3.22,200,34.45,-93.8
ARKANSAS,5,125,SALINE,30-MAY-13 18:46:00,CST-6,0,0,0,0,25.00K,EF1,1.72,250,34.79,-92.81
ARKANSAS,5,119,PULASKI,30-MAY-13 20:13:00,CST-6,0,0,0,0,150.00K,EF1,0.16,150,34.89,-92.39
ARKANSAS,5,53,GRANT,30-MAY-13 20:36:00,CST-6,0,0,1,0,25.00K,EF1,0.36,200,34.44,-92.58
ARKANSAS,5,95,MONROE,30-MAY-13 23:25:00,CST-6,0,0,0,0,25.00K,EF1,0.36,100,34.82,-91.25
ARKANSAS,5,95,MONROE,30-MAY-13 23:50:00,CST-6,1,0,0,0,100.00K,EF1,2.29,200,34.89,-91.17
ARKANSAS,5,123,ST. FRANCIS,30-MAY-13 23:55:00,CST-6,0,0,0,0,50.00K,EF1,1.02,100,34.91,-91.14
ARKANSAS,5,87,MADISON,01-JUN-13 00:54:00,CST-6,0,0,0,0,75.00K,EF1,1,250,35.84,-93.75
ARKANSAS,5,35,CRITTENDEN,05-JUN-13 19:02:00,CST-6,0,0,0,0,0.00K,EF0,0.39,25,,
ARKANSAS,5,31,CRAIGHEAD,31-OCT-13 18:37:00,CST-6,0,0,0,0,500.00K,EF1,3.69,300,35.75,-90.38
ARKANSAS,5,69,JEFFERSON,20-DEC-13 18:33:00,CST-6,0,0,0,0,100.00K,EF0,1.48,150,34.43,-92.19
ARKANSAS,5,123,ST. FRANCIS,21-DEC-13 15:13:00,CST-6,3,0,1,0,500.00K,EF2,15.57,300,34.91,-90.56
ARKANSAS,5,17,CHICOT,21-DEC-13 16:51:00,CST-6,2,0,0,0,100.00K,EF1,2.32,440,33.51,-91.36
ARKANSAS,5,41,DESHA,21-DEC-13 16:53:00,CST-6,0,0,0,0,100.00K,EF1,5.04,440,33.53,-91.33
